# SMDR (Standard Model in Dimensional Regularization) v1.0
# Q = 173.100000;
# gauge  couplings: g3 = 1.163624;      g = 0.647660;      gp = 0.358539;
# Yukawa couplings: yt = 0.934801;     yb = 0.015480;    ytau = 0.00999444;
#                   yc = 0.0033820;    ys = 0.00029094;   ymu = 0.000588380;
#                   yu = 0.0000067228; yd = 0.000014610;   ye = 0.00000279298;
# Higgs self-coupling lambda = 0.126038;
# Higgs VEV = 246.601091;
# 
# COLUMN DESCRIPTIONS:
# 1  Q  (MSbar renormalization scale)
# 2  Mh (loopOrder = 0, tree-level)
# 3  Mh (loopOrder = 1, 1-loop)
# 4  Mh (loopOrder = 1.5, 1-loop plus 2-loop QCD)
# 5  Mh (loopOrder = 2, full 2-loop)
# 6  Mh (loopOrder = 2.3, includes 3-loop QCD)
# 7  Mh (loopOrder = 2.5, includes 3-loop QCD and yt corrections)
# 
# In the paper: arXiv:1907.02500
# Standard Model parameters in the tadpole-free pure MSbar scheme
# by Stephen P. Martin and David G. Robertson,
# Figure 4.1a graphs columns 3, 4, 5, and 7 as a function of column 1.
# 
172.0  123.88286450  124.88317186  124.91244676  125.06637332  125.14737306  125.09482146
174.0  123.75374939  124.88824713  124.91756478  125.06611337  125.14484176  125.09401870
176.0  123.62633664  124.89277097  124.92267248  125.06583579  125.14235205  125.09323101
178.0  123.50058439  124.89676617  124.92776652  125.06553935  125.13990270  125.09245767
180.0  123.37645225  124.90025441  124.93284387  125.06522295  125.13749252  125.09169799
182.0  123.25390129  124.90325637  124.93790174  125.06488561  125.13512035  125.09095128
184.0  123.13289391  124.90579172  124.94293757  125.06452646  125.13278508  125.09021690
186.0  123.01339382  124.90787923  124.94794902  125.06414473  125.13048561  125.08949425
188.0  122.89536597  124.90953677  124.95293396  125.06373976  125.12822092  125.08878274
190.0  122.77877647  124.91078143  124.95789043  125.06331097  125.12598998  125.08808180
192.0  122.66359259  124.91162950  124.96281666  125.06285785  125.12379181  125.08739089
194.0  122.54978266  124.91209652  124.96771101  125.06237998  125.12162548  125.08670951
196.0  122.43731607  124.91219737  124.97257203  125.06187700  125.11949006  125.08603716
198.0  122.32616316  124.91194623  124.97739836  125.06134860  125.11738466  125.08537337
200.0  122.21629527  124.91135670  124.98218882  125.06079455  125.11530844  125.08471769
202.0  122.10768460  124.91044174  124.98694229  125.06021466  125.11326056  125.08406969
204.0  122.00030427  124.90921380  124.99165782  125.05960878  125.11124023  125.08342896
206.0  121.89412819  124.90768475  124.99633450  125.05897681  125.10924665  125.08279510
208.0  121.78913111  124.90586599  125.00097158  125.05831869  125.10727910  125.08216774
210.0  121.68528852  124.90376841  125.00556833  125.05763440  125.10533683  125.08154651
212.0  121.58257667  124.90140247  125.01012415  125.05692395  125.10341914  125.08093108
214.0  121.48097252  124.89877818  125.01463851  125.05618737  125.10152537  125.08032111
216.0  121.38045370  124.89590515  125.01911092  125.05542473  125.09965484  125.07971628
218.0  121.28099851  124.89279258  125.02354098  125.05463612  125.09780693  125.07911631
220.0  121.18258586  124.88944932  125.02792835  125.05382166  125.09598101  125.07852089
222.0  121.08519529  124.88588383  125.03227273  125.05298149  125.09417649  125.07792975
224.0  120.98880692  124.88210427  125.03657390  125.05211574  125.09239280  125.07734263
226.0  120.89340141  124.87811845  125.04083165  125.05122461  125.09062937  125.07675927
228.0  120.79896001  124.87393387  125.04504585  125.05030826  125.08888566  125.07617944
230.0  120.70546443  124.86955776  125.04921639  125.04936691  125.08716115  125.07560290
232.0  120.61289694  124.86499706  125.05334321  125.04840076  125.08545533  125.07502944
234.0  120.52124025  124.86025842  125.05742627  125.04741004  125.08376771  125.07445884
236.0  120.43047757  124.85534826  125.06146558  125.04639497  125.08209782  125.07389089
238.0  120.34059254  124.85027275  125.06546117  125.04535581  125.08044518  125.07332542
240.0  120.25156925  124.84503783  125.06941310  125.04429280  125.07880936  125.07276223
242.0  120.16339220  124.83964920  125.07332145  125.04320620  125.07718993  125.07220115
244.0  120.07604630  124.83411236  125.07718635  125.04209626  125.07558645  125.07164200
246.0  119.98951685  124.82843262  125.08100792  125.04096327  125.07399853  125.07108464
248.0  119.90378953  124.82261506  125.08478631  125.03980749  125.07242577  125.07052890
250.0  119.81885039  124.81666460  125.08852170  125.03862920  125.07086779  125.06997463
252.0  119.73468582  124.81058597  125.09221428  125.03742867  125.06932421  125.06942171
254.0  119.65128256  124.80438374  125.09586424  125.03620619  125.06779469  125.06886998
256.0  119.56862769  124.79806230  125.09947182  125.03496204  125.06627886  125.06831933
258.0  119.48670860  124.79162589  125.10303724  125.03369651  125.06477640  125.06776963
260.0  119.40551298  124.78507861  125.10656075  125.03240989  125.06328696  125.06722077
262.0  119.32502883  124.77842439  125.11004261  125.03110246  125.06181024  125.06667263
264.0  119.24524445  124.77166704  125.11348307  125.02977451  125.06034593  125.06612511
266.0  119.16614841  124.76481024  125.11688242  125.02842633  125.05889373  125.06557810
268.0  119.08772954  124.75785753  125.12024094  125.02705821  125.05745334  125.06503152
270.0  119.00997696  124.75081234  125.12355892  125.02567043  125.05602448  125.06448525
