# SMDR (Standard Model in Dimensional Regularization) v1.0
# 
# COLUMN DESCRIPTIONS:
# Fits from 2019 update of the Review of Particle Properties.
# 
# 1  Q
# 2  Log[10,Q]
# 3  lambda (lower bound for observables within 2 sigma)
# 4  lambda (lower bound for observables within 1 sigma)
# 5  lambda (central value)
# 6  lambda (upper bound for observables within 1 sigma)
# 7  lambda (upper bound for observables within 2 sigma)
# 8  sqrt(-m2) (lower bound for observables within 2 sigma)
# 9  sqrt(-m2) (lower bound for observables within 1 sigma)
# 10 sqrt(-m2) (central value)
# 11 sqrt(-m2) (upper bound for observables within 1 sigma)
# 12 sqrt(-m2) (upper bound for observables within 2 sigma)
# 
# In the paper: arXiv:1907.02500
# Standard Model parameters in the tadpole-free pure MSbar scheme
# by Stephen P. Martin and David G. Robertson,
# Figure 4.3a graphs columns 3, 4, 5, 6, and 7 as a function of column 2, and
# Figure 4.3b graphs columns 8, 9, 10, 11, and 12 as a function of column 2.
# 
3.98107171e+01	1.60000000  0.15844588  0.15961895  0.16080829  0.16201402  0.16323625  90.78953647  90.62863673  90.46883731  90.31012716  90.15249233
6.30957344e+01	1.80000000  0.14673129  0.14765868  0.14860046  0.14955676  0.15052776  91.63248271  91.46069114  91.29006397  91.12058982  90.95225441
1.00000000e+02	2.00000000  0.13632392  0.13699340  0.13767407  0.13836610  0.13906969  92.41280239  92.22990761  92.04825637  91.86783688  91.68863441
1.58489319e+02	2.20000000  0.12700177  0.12740645  0.12781796  0.12823645  0.12866210  93.13705208  92.94301948  92.75032286  92.55894985  92.36888513
2.51188643e+02	2.40000000  0.11796605  0.11841601  0.11886782  0.11932134  0.11977644  93.81070440  93.60563326  93.40200139  93.19979567  92.99899999
3.98107171e+02	2.60000000  0.10918032  0.10993956  0.11069361  0.11144246  0.11218605  94.43838677  94.22247900  94.00812194  93.79530151  93.58400065
6.30957344e+02	2.80000000  0.10106605  0.10213503  0.10319091  0.10423381  0.10526382  95.02405675  94.79759363  94.57279801  94.34965469  94.12814552
1.00000000e+03	3.00000000  0.09354140  0.09491894  0.09627470  0.09760896  0.09892203  95.57113336  95.33445785  95.09956926  94.86645117  94.63508423
1.58489319e+03	3.20000000  0.08653879  0.08822244  0.08987496  0.09149687  0.09308867  96.08259707  95.83610015  95.59150962  95.34880780  95.10797405
2.51188643e+03	3.40000000  0.08000178  0.08198812  0.08393341  0.08583844  0.08770400  96.56106713  96.30517705  96.05131052  95.79944855  95.54956922
3.98107171e+03	3.60000000  0.07388283  0.07616764  0.07840103  0.08058410  0.08271793  97.00886214  96.74403594  96.48134586  96.22077174  95.96229042
6.30957344e+03	3.80000000  0.06814150  0.07071996  0.07323626  0.07569184  0.07808811  97.42804815  97.15476472  96.88372347  96.61490313  96.34827947
1.00000000e+04	4.00000000  0.06274315  0.06560994  0.06840355  0.07112578  0.07377842  97.82047720  97.53923173  97.26032614  96.98373828  96.70944304
1.58489319e+04	4.20000000  0.05765787  0.06080728  0.06387228  0.06685507  0.06975782  98.18781859  97.89911792  97.61284489  97.32897675  97.04748777
2.51188643e+04	4.40000000  0.05285963  0.05628566  0.05961589  0.06285297  0.06599948  98.53158436  98.23594319  97.94280609  97.65215004  97.36394901
3.98107171e+04	4.60000000  0.04832570  0.05202206  0.05561119  0.05909617  0.06248000  98.85315044  98.55108812  98.25159375  97.95464444  97.66021425
6.30957344e+04	4.80000000  0.04403602  0.04799626  0.05183781  0.05556422  0.05917893  99.15377410  98.84581194  98.54046805  98.23772011  97.93754268
1.00000000e+05	5.00000000  0.03997286  0.04419036  0.04827777  0.05223909  0.05607823  99.43460861  99.12126764  98.81058083  98.50252692  98.19708143
1.58489319e+05	5.20000000  0.03612044  0.04058848  0.04491510  0.04910480  0.05316194  99.69671561  99.37851466  99.06298861  98.75011780  98.43987924
2.51188643e+05	5.40000000  0.03246464  0.03717641  0.04173557  0.04614713  0.05041588  99.94107557  99.61852962  99.29866363  98.98146007  98.66689800
3.98107171e+05	5.60000000  0.02899277  0.03394140  0.03872643  0.04335333  0.04782737  100.16859673  99.84221553  99.51850326  99.19744508  98.87902266
6.30957344e+05	5.80000000  0.02569337  0.03087197  0.03587619  0.04071197  0.04538505  100.38012277  100.05040967  99.72333806  99.39889643  99.07706959
1.00000000e+06	6.00000000  0.02255608  0.02795774  0.03317449  0.03821274  0.04307868  100.57643937  100.24389031  99.91393875  99.58657708  99.26179387
1.58489319e+06	6.20000000  0.01957144  0.02518926  0.03061192  0.03584629  0.04089901  100.75828000  100.42338267  100.09102221  99.76119555  99.43389556
2.51188643e+06	6.40000000  0.01673084  0.02255794  0.02817994  0.03360416  0.03883766  100.92633086  100.58956395  100.25525672  99.92341121  99.59402517
3.98107171e+06	6.60000000  0.01402635  0.02005591  0.02587074  0.03147862  0.03688701  101.08123524  100.74306787  100.40726654  100.07383897  99.74278837
6.30957344e+06	6.80000000  0.01145073  0.01767595  0.02367718  0.02946260  0.03504010  101.22359733  100.88448855  100.54763592  100.21305341  99.88075026
1.00000000e+07	7.00000000  0.00899725  0.01541142  0.02159268  0.02754965  0.03329056  101.35398565  101.01438397  100.67691262  100.34159235  100.00843893
1.58489319e+07	7.20000000  0.00665974  0.01325618  0.01961121  0.02573380  0.03163257  101.47293593  101.13327906  100.79561109  100.45996008  100.12634883
2.51188643e+07	7.40000000  0.00443242  0.01120457  0.01772718  0.02400959  0.03006075  101.58095384  101.24166837  100.90421520  100.56863016  100.23494355
3.98107171e+07	7.60000000  0.00230995  0.00925133  0.01593543  0.02237195  0.02857017  101.67851734  101.34001852  101.00318071  100.66804794  100.33465843
6.30957344e+07	7.80000000  0.00028736  0.00739156  0.01423117  0.02081620  0.02715625  101.76607872  101.42877037  101.09293754  100.75863285  100.42590287
1.00000000e+08	8.00000000  -0.00164003  0.00562070  0.01260995  0.01933801  0.02581476  101.84406659  101.50834092  101.17389167  100.84078039  100.50906232
1.58489319e+08	8.20000000  -0.00347657  0.00393450  0.01106761  0.01793334  0.02454180  101.91288749  101.57912510  101.24642698  100.91486394  100.58450017
2.51188643e+08	8.40000000  -0.00522635  0.00232898  0.00960030  0.01659842  0.02333370  101.97292748  101.64149731  101.31090685  100.98123640  100.65255940
3.98107171e+08	8.60000000  -0.00689323  0.00080040  0.00820438  0.01532975  0.02218710  102.02455354  101.69581285  101.36767557  101.04023167  100.71356404
6.30957344e+08	8.80000000  -0.00848081  -0.00065474  0.00687647  0.01412407  0.02109881  102.06811476  101.74240923  101.41705971  101.09216599  100.76782060
1.00000000e+09	9.00000000  -0.00999252  -0.00203974  0.00561339  0.01297830  0.02006590  102.10394356  101.78160732  101.45936929  101.13733916  100.81561920
1.58489319e+09	9.20000000  -0.01143158  -0.00335770  0.00441216  0.01188957  0.01908561  102.13235670  101.81371243  101.49489885  101.17603561  100.85723479
2.51188643e+09	9.40000000  -0.01280105  -0.00461155  0.00326996  0.01085519  0.01815535  102.15365625  101.83901529  101.52392848  101.20852545  100.89292809
3.98107171e+09	9.60000000  -0.01410380  -0.00580406  0.00218414  0.00987263  0.01727269  102.16813047  101.85779293  101.54672474  101.23506539  100.92294656
6.30957344e+09	9.80000000  -0.01534259  -0.00693785  0.00115222  0.00893950  0.01643538  102.17605457  101.87030952  101.56354143  101.25589955  100.94752527
1.00000000e+10	10.00000000  -0.01652001  -0.00801538  0.00017182  0.00805356  0.01564126  102.17769154  101.87681713  101.57462042  101.27126028  100.96688764
1.58489319e+10	10.20000000  -0.01763854  -0.00903900  -0.00075927  0.00721269  0.01488832  102.17329273  101.87755639  101.58019235  101.28136883  100.98124619
2.51188643e+10	10.40000000  -0.01870053  -0.01001095  -0.00164316  0.00641489  0.01417468  102.16309858  101.87275719  101.58047724  101.28643606  100.99080317
3.98107171e+10	10.60000000  -0.01970822  -0.01093334  -0.00248186  0.00565828  0.01349855  102.14733913  101.86263922  101.57568513  101.28666299  100.99575123
6.30957344e+10	10.80000000  -0.02066375  -0.01180817  -0.00327725  0.00494106  0.01285823  102.12623461  101.84741254  101.56601662  101.28224141  100.99627391
1.00000000e+11	11.00000000  -0.02156914  -0.01263736  -0.00403114  0.00426155  0.01225214  102.09999593  101.82727814  101.55166342  101.27335436  100.99254622
1.58489319e+11	11.20000000  -0.02242635  -0.01342273  -0.00474524  0.00361814  0.01167877  102.06882514  101.80242831  101.53280875  101.26017665  100.98473509
2.51188643e+11	11.40000000  -0.02323724  -0.01416602  -0.00542116  0.00300931  0.01113670  102.03291589  101.77304721  101.50962790  101.24287527  100.97299985
3.98107171e+11	11.60000000  -0.02400356  -0.01486888  -0.00606045  0.00243362  0.01062458  101.99245383  101.73931116  101.48228854  101.22160986  100.95749259
6.30957344e+11	11.80000000  -0.02472704  -0.01553288  -0.00666458  0.00188970  0.01014113  101.94761699  101.70138914  101.45095117  101.19653302  100.93835863
1.00000000e+12	12.00000000  -0.02540928  -0.01615954  -0.00723494  0.00137625  0.00968513  101.89857615  101.65944307  101.41576946  101.16779075  100.91573680
1.58489319e+12	12.20000000  -0.02605184  -0.01675029  -0.00777289  0.00089203  0.00925544  101.84549516  101.61362818  101.37689060  101.13552274  100.88975984
2.51188643e+12	12.40000000  -0.02665621  -0.01730651  -0.00827967  0.00043586  0.00885096  101.78853129  101.56409332  101.33445560  101.09986272  100.86055466
3.98107171e+12	12.60000000  -0.02722382  -0.01782951  -0.00875651  0.00000662  0.00847066  101.72783549  101.51098127  101.28859962  101.06093870  100.82824270
6.30957344e+12	12.80000000  -0.02775604  -0.01832055  -0.00920457  -0.00039675  0.00811354  101.66355269  101.45442902  101.23945219  101.01887332  100.79294013
1.00000000e+13	13.00000000  -0.02825418  -0.01878083  -0.00962495  -0.00077529  0.00777868  101.59582207  101.39456800  101.18713755  100.97378405  100.75475816
1.58489319e+13	13.20000000  -0.02871949  -0.01921152  -0.01001871  -0.00112994  0.00746517  101.52477732  101.33152439  101.13177482  100.92578349  100.71380328
2.51188643e+13	13.40000000  -0.02915319  -0.01961370  -0.01038686  -0.00146165  0.00717218  101.45054682  101.26541929  101.07347829  100.87497953  100.67017746
3.98107171e+13	13.60000000  -0.02955643  -0.01998844  -0.01073037  -0.00177130  0.00689888  101.37325394  101.19636899  101.01235761  100.82147564  100.62397838
6.30957344e+13	13.80000000  -0.02993033  -0.02033675  -0.01105015  -0.00205972  0.00664451  101.29301720  101.12448513  100.94851800  100.76537101  100.57529964
1.00000000e+14	14.00000000  -0.03027594  -0.02065960  -0.01134709  -0.00232773  0.00640833  101.20995050  101.04987497  100.88206045  100.70676078  100.52423092
1.58489319e+14	14.20000000  -0.03059431  -0.02095792  -0.01162204  -0.00257609  0.00618964  101.12416327  100.97264149  100.81308190  100.64573622  100.47085818
2.51188643e+14	14.40000000  -0.03088641  -0.02123261  -0.01187581  -0.00280554  0.00598777  101.04417128  100.89312474  100.74167540  100.58238488  100.41526384
3.98107171e+14	14.60000000  -0.03115319  -0.02148452  -0.01210917  -0.00301679  0.00580209  100.97598806  100.82148793  100.66793031  100.51534163  100.35752689
6.30957344e+14	14.80000000  -0.03139556  -0.02171447  -0.01232287  -0.00321049  0.00563199  100.91022274  100.75058648  100.59193243  100.43234890  100.26680056
1.00000000e+15	15.00000000  -0.03161440  -0.02192325  -0.01251762  -0.00338730  0.00547688  100.84228291  100.67761208  100.51376415  100.34432345  100.16879384
1.58489319e+15	15.20000000  -0.03181054  -0.02211162  -0.01269409  -0.00354784  0.00533622  100.77424689  100.60670649  100.43350457  100.25414826  100.06858883
2.51188643e+15	15.40000000  -0.03198480  -0.02228030  -0.01285294  -0.00369268  0.00520946  100.71111918  100.53428753  100.35122968  100.16190430  99.96627166
3.98107171e+15	15.60000000  -0.03213795  -0.02243000  -0.01299480  -0.00382239  0.00509611  100.64661856  100.45998478  100.26701246  100.06766933  99.86192509
6.30957344e+15	15.80000000  -0.03227073  -0.02256137  -0.01312027  -0.00393750  0.00499569  100.58036361  100.38386389  100.18092298  99.97151807  99.75562863
1.00000000e+16	16.00000000  -0.03238386  -0.02267507  -0.01322992  -0.00403855  0.00490772  100.51241325  100.30598787  100.09302854  99.87352230  99.64745871
1.58489319e+16	16.20000000  -0.03247804  -0.02277171  -0.01332430  -0.00412601  0.00483177  100.44282398  100.22641717  100.00339376  99.77375097  99.53748873
2.51188643e+16	16.40000000  -0.03255392  -0.02285188  -0.01340395  -0.00420035  0.00476743  100.37165000  100.14520984  99.91208072  99.67227032  99.42578920
3.98107171e+16	16.60000000  -0.03261214  -0.02291614  -0.01346936  -0.00426204  0.00471427  100.29894330  100.06242159  99.81914899  99.56914395  99.31242788
6.30957344e+16	16.80000000  -0.03265332  -0.02296506  -0.01352103  -0.00431151  0.00467193  100.22475371  99.97810585  99.72465580  99.46443296  99.19746981
1.00000000e+17	17.00000000  -0.03267804  -0.02299914  -0.01355942  -0.00434916  0.00464002  100.14912903  99.89231392  99.62865604  99.35819600  99.08097748
1.58489319e+17	17.20000000  -0.03268687  -0.02301890  -0.01358498  -0.00437539  0.00461821  100.07211506  99.80509500  99.53120245  99.25048940  98.96301087
2.51188643e+17	17.40000000  -0.03268036  -0.02302481  -0.01359814  -0.00439059  0.00460616  99.99375573  99.71649626  99.43234559  99.14136720  98.84362756
3.98107171e+17	17.60000000  -0.03265902  -0.02301734  -0.01359930  -0.00439511  0.00460353  99.91409311  99.62656297  99.33213400  99.03088130  98.72288281
6.30957344e+17	17.80000000  -0.03262335  -0.02299693  -0.01358886  -0.00438930  0.00461004  99.83316751  99.53533850  99.23061422  98.91908146  98.60082964
