# SMDR (Standard Model in Dimensional Regularization) v1.0
# Q = 173.100000;
# gauge  couplings: g3 = 1.163624;      g = 0.647660;      gp = 0.358539;
# Yukawa couplings: yt = 0.934801;     yb = 0.015480;    ytau = 0.00999444;
#                   yc = 0.0033820;    ys = 0.00029094;   ymu = 0.000588380;
#                   yu = 0.0000067228; yd = 0.000014610;   ye = 0.00000279298;
# Higgs self-coupling lambda = 0.126038;
# Higgs VEV = 246.601091;
# 
# COLUMN DESCRIPTIONS:
# 1    Q
# 2    Mt tree
# 3    Mt 1-loop QCD
# 4    Mt 2-loop QCD
# 5    Mt 3-loop QCD
# 6    Mt 4-loop QCD
# 7    Mt     4-loop QCD + 1-loop nonQCD
# 8    Gammat 4-loop QCD + 1-loop nonQCD
# 9    Mt     4-loop QCD + 1-loop nonQCD + 2-loop mixed
# 10   Gammat 4-loop QCD + 1-loop nonQCD + 2-loop mixed
# 11   Mt     4-loop QCD + 1-loop nonQCD + 2-loop full
# 12   Gammat 4-loop QCD + 1-loop nonQCD + 2-loop full
# 
# In the paper: arXiv:1907.02500
# Standard Model parameters in the tadpole-free pure MSbar scheme
# by Stephen P. Martin and David G. Robertson,
# Figure 4.1b graphs columns 6, 7, 9, and 11 as a function of column 1.
# 
50.0	178.87094699	171.20841557	171.21298264	171.61826831	171.74846529	173.00154987	1.43073629	173.36257388	1.29500186	173.21419591	1.35372927
52.0	178.29611662	171.19713940	171.26947243	171.67870706	171.81122770	173.01224595	1.43327991	173.35958416	1.29776658	173.21185645	1.35478340
54.0	177.74824815	171.18698054	171.32358256	171.73654764	171.87124433	173.02179423	1.43569196	173.35641165	1.30039928	173.20941191	1.35576403
56.0	177.22511591	171.17782311	171.37549774	171.79199323	171.92873305	173.03031128	1.43798359	173.35309046	1.30291095	173.20688846	1.35667835
58.0	176.72475086	171.16956618	171.42538276	171.84522487	171.98388761	173.03789909	1.44016454	173.34964885	1.30531138	173.20430797	1.35753256
60.0	176.24540322	171.16212148	171.47338463	171.89640405	172.03688050	173.04464668	1.44224356	173.34611066	1.30760924	173.20168816	1.35833219
62.0	175.78551156	171.15541196	171.51963506	171.94567547	172.08786649	173.05063254	1.44422844	173.34249609	1.30981223	173.19904384	1.35908207
64.0	175.34367715	171.14936929	171.56425295	171.99316958	172.13698423	173.05592609	1.44612611	173.33882196	1.31192729	173.19638734	1.35978646
66.0	174.91864244	171.14393323	171.60734533	172.03900385	172.18435891	173.06058864	1.44794286	173.33510281	1.31396062	173.19372865	1.36044920
68.0	174.50927298	171.13905031	171.64900929	172.08328481	172.23010387	173.06467503	1.44968430	173.33135088	1.31591780	173.19107633	1.36107366
70.0	174.11454213	171.13467301	171.68933320	172.12610931	172.27432165	173.06823413	1.45135551	173.32757654	1.31780392	173.18843736	1.36166286
72.0	173.73351800	171.13075856	171.72839727	172.16756536	172.31710595	173.07130963	1.45296114	173.32378880	1.31962350	173.18581748	1.36221952
74.0	173.36535235	171.12726898	171.76627517	172.20773363	172.35854211	173.07394098	1.45450531	173.31999515	1.32138075	173.18322158	1.36274606
76.0	173.00927100	171.12417002	171.80303425	172.24668781	172.39870819	173.07616342	1.45599192	173.31620203	1.32307950	173.18065349	1.36324470
78.0	172.66456560	171.12143082	171.83873630	172.28449578	172.43767594	173.07800901	1.45742442	173.31241500	1.32472319	173.17811643	1.36371745
80.0	172.33058649	171.11902342	171.87343843	172.32121970	172.47551106	173.07950659	1.45880605	173.30863876	1.32631503	173.17561301	1.36416610
82.0	172.00673648	171.11692276	171.90719308	172.35691717	172.51227442	173.08068242	1.46013973	173.30487734	1.32785794	173.17314534	1.36459231
84.0	171.69246546	171.11510583	171.94004868	172.39164115	172.54802185	173.08156036	1.46142817	173.30113416	1.32935460	173.17071509	1.36499757
86.0	171.38726562	171.11355179	171.97205033	172.42544085	172.58280525	173.08216215	1.46267387	173.29741212	1.33080751	173.16832357	1.36538326
88.0	171.09066731	171.11224173	172.00323972	172.45836185	172.61667265	173.08250763	1.46387913	173.29371370	1.33221897	173.16597178	1.36575062
90.0	170.80223538	171.11115813	172.03365563	172.49044653	172.64966865	173.08261493	1.46504607	173.29004098	1.33359109	173.16366046	1.36610080
92.0	170.52156591	171.11028541	172.06333417	172.52173430	172.68183473	173.08250068	1.46617668	173.28639571	1.33492585	173.16139010	1.36643486
94.0	170.24828336	171.10960888	172.09230901	172.55226191	172.71320953	173.08218014	1.46727280	173.28277932	1.33622511	173.15916104	1.36675377
96.0	169.98203799	171.10911524	172.12061161	172.58206370	172.74382912	173.08166733	1.46833612	173.27919310	1.33749052	173.15697344	1.36705842
98.0	169.72250362	171.10879223	172.14827137	172.61117173	172.77372718	173.08097513	1.46936826	173.27563800	1.33872369	173.15482729	1.36734968
100.0	169.46937555	171.10862853	172.17531587	172.63961601	172.80293523	173.08011551	1.47037065	173.27211483	1.33992611	173.15272258	1.36762824
102.0	169.22236879	171.10861383	172.20177090	172.66742480	172.83148287	173.07909944	1.47134470	173.26862424	1.34109917	173.15065908	1.36789485
104.0	168.98121638	171.10873845	172.22766082	172.69462449	172.85939780	173.07793706	1.47229172	173.26516673	1.34224416	173.14863652	1.36815017
106.0	168.74566795	171.10899351	172.25300840	172.72123994	172.88670606	173.07663780	1.47321291	173.26174267	1.34336231	173.14665457	1.36839480
108.0	168.51548839	171.10937078	172.27783515	172.74729454	172.91343215	173.07521037	1.47410941	173.25835233	1.34445474	173.14471282	1.36862931
110.0	168.29045665	171.10986263	172.30216130	172.77281032	172.93959916	173.07366287	1.47498230	173.25499588	1.34552254	173.14281085	1.36885424
112.0	168.07036467	171.11046198	172.32600597	172.79780810	172.96522883	173.07200282	1.47583256	173.25167341	1.34656671	173.14094817	1.36907008
114.0	167.85501637	171.11116224	172.34938721	172.82230749	172.99034171	173.07023722	1.47666116	173.24838495	1.34758820	173.13912426	1.36927728
116.0	167.64422680	171.11195729	172.37232210	172.84632705	173.01495720	173.06837259	1.47746898	173.24513045	1.34858790	173.13733860	1.36947628
118.0	167.43782128	171.11284142	172.39482679	172.86988436	173.03909365	173.06641500	1.47825685	173.24190980	1.34956668	173.13559063	1.36966748
120.0	167.23563472	171.11380933	172.41691658	172.89299601	173.06276842	173.06437012	1.47902556	173.23872286	1.35052533	173.13387977	1.36985125
122.0	167.03751090	171.11485605	172.43860600	172.91567779	173.08599798	173.06224323	1.47977589	173.23556945	1.35146459	173.13220542	1.37002797
124.0	166.84330186	171.11597694	172.45990881	172.93794465	173.10879795	173.06003929	1.48050853	173.23244935	1.35238517	173.13056700	1.37019795
126.0	166.65286736	171.11716768	172.48083810	172.95981080	173.13118314	173.05776293	1.48122414	173.22936230	1.35328777	173.12896392	1.37036151
128.0	166.46607433	171.11842419	172.50140632	172.98128973	173.15316764	173.05541848	1.48192337	173.22630803	1.35417303	173.12739556	1.37051894
130.0	166.28279643	171.11974269	172.52162531	173.00239429	173.17476485	173.05301001	1.48260680	173.22328624	1.35504154	173.12586133	1.37067052
132.0	166.10291359	171.12111961	172.54150634	173.02313671	173.19598749	173.05054132	1.48327503	173.22029661	1.35589389	173.12436062	1.37081651
134.0	165.92631159	171.12255163	172.56106016	173.04352861	173.21684771	173.04801600	1.48392858	173.21733881	1.35673063	173.12289284	1.37095715
136.0	165.75288174	171.12403559	172.58029701	173.06358112	173.23735707	173.04543740	1.48456798	173.21441249	1.35755229	173.12145737	1.37109269
138.0	165.58252049	171.12556856	172.59922668	173.08330482	173.25752661	173.04280868	1.48519371	173.21151730	1.35835936	173.12005365	1.37122332
140.0	165.41512915	171.12714776	172.61785849	173.10270983	173.27736685	173.04013281	1.48580624	173.20865286	1.35915232	173.11868108	1.37134928
